lon,lat,Intensity
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
154.2,36.2,0.0
